"Id","BIRTHDATE","DEATHDATE","SSN","DRIVERS","PASSPORT","PREFIX","FIRST","LAST","SUFFIX","MAIDEN","MARITAL","RACE","ETHNICITY","GENDER","BIRTHPLACE","ADDRESS","CITY","STATE","ZIP"
"065ff2fe-a3d3-42b0-a316-af37e257489d",2017-01-25,NA,"999-39-9033",NA,NA,NA,"Danny396","Bogan287",NA,NA,NA,"white","italian","M","Lower Makefield  Pennsylvania  US","196 Stracke Port","Lewistown","Pennsylvania",17044
"32b5373f-c08c-41be-81fa-1c2cc36d75f7",2018-10-04,NA,"999-56-7637",NA,NA,NA,"Patrice780","McKenzie376",NA,NA,NA,"white","scottish","F","Reade  Pennsylvania  US","635 Hudson Ville","Whitpain","Pennsylvania",NA
"c06fbe13-7cbc-426d-b6a3-7a198a72f5e1",1964-01-11,NA,"999-29-5388","S99993842","X33327734X","Mr.","Ronnie7","Grady603",NA,NA,"M","white","irish","M","Penn Hills  Pennsylvania  US","1009 Wolf Port","Delaware","Pennsylvania",NA
"43966087-5af0-492b-bf33-567315c6595e",1998-06-05,NA,"999-79-5995","S99981134","X59643241X","Mr.","Aubrey96","Gutmann970",NA,NA,NA,"white","irish","M","West Goshen  Pennsylvania  US","351 Larson Burg Suite 83","Renovo","Pennsylvania",17764
"2ba8f252-b46d-47e7-8db8-de8593fdbf8b",1954-11-12,NA,"999-17-4497","S99933454","X14404401X","Mrs.","Rachell479","Gaylord332",NA,"Batz141","M","white","english","F","Marshall  Pennsylvania  US","132 Hilpert Esplanade Apt 2","Scott","Pennsylvania",NA
"708b81c9-21a9-411a-aae4-052ef8925b97",1986-10-28,NA,"999-94-1691","S99972093","X59078215X","Mrs.","Angelic427","Kreiger457",NA,"Willms744","M","white","french","F","Adams  Pennsylvania  US","463 Mitchell Trace Unit 10","East Goshen","Pennsylvania",NA
"249d38d8-70b7-4f55-80ab-3cf58727bc2b",1983-09-26,NA,"999-47-5194","S99910588","X998460X","Mr.","Jerrold404","Schimmel440",NA,NA,"M","white","irish","M","Bethel  Pennsylvania  US","796 Wunsch Bridge Unit 60","Howard","Pennsylvania",16841
"f90d6bb4-7db1-43e6-af42-bda45d919779",1940-03-22,NA,"999-52-3335","S99971706","X13461073X","Mr.","Tracey100","Wisoky380",NA,NA,"M","white","irish","M","Easton  Pennsylvania  US","886 Bradtke Dam Apt 51","Reading","Pennsylvania",19601
"1129bcb2-cbce-4081-b55e-33fb07e5e4b3",1959-05-13,NA,"999-90-3467","S99951016","X87585897X","Mrs.","Yuri475","Gorczany269",NA,"Eichmann909","M","white","polish","F","Philadelphia  Pennsylvania  US","1027 Tremblay Bridge Apt 65","Allentown","Pennsylvania",18052
"7419280d-ce2c-43b1-a6a9-b6b38e1b2d55",1990-10-26,NA,"999-30-5051","S99917192","X27958657X","Mr.","Rafael239","Pulido715",NA,NA,"M","hispanic","puerto_rican","M","Carolina  Puerto Rico  PR","477 Conn Road Apt 71","Philadelphia","Pennsylvania",19102
"f484f0ea-459d-497b-a2e1-3f86ceeed48b",1959-08-26,NA,"999-71-1905","S99959265","X73149578X","Mr.","Stefan297","Marks830",NA,NA,"S","white","italian","M","Fermanagh  Pennsylvania  US","955 Hartmann Bypass Unit 35","Wilkinsburg","Pennsylvania",15218
"8ff40370-f68a-45cf-93b4-0094361a512b",2007-03-21,NA,"999-36-7165",NA,NA,NA,"Delmer311","Wisozk929",NA,NA,NA,"white","italian","M","Philadelphia  Pennsylvania  US","254 Wolff Throughway","Mechanicsburg","Pennsylvania",17050
"65d1a989-1aa6-4a1a-a65f-a7bab76eb867",1943-12-05,2006-12-08,"999-28-7609","S99918683","X5025977X","Mrs.","Nelida367","Considine820",NA,"Hammes673","M","white","italian","F","Bethel  Pennsylvania  US","328 Collier Crossroad","North Middleton","Pennsylvania",NA
"995e6a7b-99cf-482c-ab05-9146ba764256",1961-12-12,NA,"999-84-5353","S99917186","X77704346X","Mrs.","Denna536","Leannon79",NA,"Bartell116","M","black","african","F","Northampton  Pennsylvania  US","416 Wolf Plaza Apt 95","Philadelphia","Pennsylvania",19102
"7590e44c-abd7-4477-8e2a-138008a2186e",1971-08-26,NA,"999-14-2501","S99943585","X12772696X","Mrs.","Marlen929","McGlynn426",NA,"White193","M","white","irish","F","Bensalem  Pennsylvania  US","715 Fisher Parade Suite 75","Whitehall","Pennsylvania",15227
"50e1f7f4-84fa-4b02-b8ed-1338c867ee15",1950-06-25,NA,"999-84-3786","S99911623","X64887956X","Ms.","Lura184","Bergnaum523",NA,NA,"S","white","portuguese","F","South Pymatuning  Pennsylvania  US","1039 Kozey Pathway Suite 15","Reynoldsville","Pennsylvania",15851
"850dee94-551d-45b1-abe6-0cdeb3e74490",1990-10-16,NA,"999-70-7189","S99958764","X83837671X","Mr.","Lindsey52","Cummings51",NA,NA,"M","white","irish","M","Wilkinsburg  Pennsylvania  US","408 Stamm Rue","Upper Leacock","Pennsylvania",NA
"11de1ff1-6dc8-43de-9416-434dbabfcc04",1963-09-07,NA,"999-88-1920","S99986295","X78366186X","Mr.","Ernesto186","Morar593",NA,NA,"M","white","french","M","Keating  Pennsylvania  US","257 Hahn Rest","Conemaugh","Pennsylvania",NA
"e84deef4-0baf-48b6-86fe-610173fe9ac4",2003-01-04,NA,"999-39-3412","S99955060",NA,NA,"Jeffrey461","Keeling57",NA,NA,NA,"white","english","M","Philadelphia  Pennsylvania  US","698 Kirlin Terrace Unit 77","Pittsburgh","Pennsylvania",15106
"6fadfc3c-7290-465f-8f55-0b57af569cf6",1974-03-21,NA,"999-70-9078","S99942472","X55222641X","Mr.","Tomas436","Kunze215",NA,NA,"M","white","portuguese","M","Braga  Minho  PT","276 Crist Vista Suite 17","Lancaster","Pennsylvania",17601
"54e3e6c7-2089-4158-83ef-a1d549bf3523",2016-03-17,NA,"999-57-2098",NA,NA,NA,"Leonel449","Schamberger479",NA,NA,NA,"white","irish","M","Lower Swatara  Pennsylvania  US","217 Bartell Crossroad Apt 78","West Mayfield","Pennsylvania",15010
"502d81dc-3946-48f8-a540-fbbeb4b0bb0d",1955-04-05,1996-07-02,"999-77-5989","S99948691","X87849470X","Mr.","Simon598","Schamberger479",NA,NA,"S","black","west_indian","M","Antrim  Pennsylvania  US","1047 Hauck Trafficway","Philadelphia","Pennsylvania",19102
"488dbba4-a442-475f-93d3-6fea7dbc9b6b",1943-12-05,NA,"999-94-5500","S99942739","X18832715X","Ms.","Stephane228","Pollich983",NA,NA,"S","white","italian","F","Wolf Creek  Pennsylvania  US","479 Grady Spur","North Middleton","Pennsylvania",NA
"7a5a96b7-1d35-4ef0-a30c-2777afe3cbcf",1986-07-23,NA,"999-32-8003","S99919767","X34315837X","Mr.","Jarvis643","Hayes766",NA,NA,"M","white","italian","M","Rome  Lazio  IT","803 Jast Drive","West Mayfield","Pennsylvania",15010
"acab70cb-e714-4acd-8444-00563303b094",1937-06-14,NA,"999-34-6855","S99994009","X83810224X","Ms.","Shizuko29","Legros616",NA,NA,"S","black","african","F","Coal  Pennsylvania  US","209 Bashirian Walk Suite 38","Philadelphia","Pennsylvania",19102
"a2c24c89-8f59-4235-a096-dac98016b9db",2000-08-18,NA,"999-55-9187","S99969147",NA,"Mr.","Randell912","Auer97",NA,NA,NA,"white","scottish","M","Philadelphia  Pennsylvania  US","407 Maggio Way","Waynesboro","Pennsylvania",17268
"4ece884f-80a5-490a-8533-531cb10ab21a",1961-07-10,NA,"999-16-5123","S99934739","X59415947X","Mrs.","Lydia759","Goyette777",NA,"Hane680","M","white","irish","F","Lower Paxton  Pennsylvania  US","273 Zieme Avenue","Mount Lebanon","Pennsylvania",NA
"bddcb901-8eab-4491-8027-04e4a81f405e",2012-10-17,NA,"999-67-5570",NA,NA,NA,"Stuart913","Langosh790",NA,NA,NA,"white","irish","M","Elizabethville  Pennsylvania  US","417 Ebert Ville Unit 52","Derry","Pennsylvania",15627
"1b97706e-3b11-45bc-bb1f-91cf53fa55c2",1982-11-20,NA,"999-50-9646","S99935965","X35069204X","Mr.","Johnson679","Ernser583",NA,NA,"M","white","irish","M","South Fayette  Pennsylvania  US","241 Lemke Haven Unit 20","Springettsbury","Pennsylvania",NA
"8c8cb194-85b4-4e98-a4e5-d941a3e7fb18",2009-10-23,NA,"999-42-6165",NA,NA,NA,"Luke971","Farrell962",NA,NA,NA,"white","italian","M","Allentown  Pennsylvania  US","940 Mueller Mill","Zelienople","Pennsylvania",16063
"eec31f38-8900-4283-9d78-784b252634c8",1959-06-30,NA,"999-89-3432","S99984140","X68336267X","Mrs.","Dennise990","Boyer713",NA,"Crona259","M","white","italian","F","Philadelphia  Pennsylvania  US","300 Olson Fork","Pittsburgh","Pennsylvania",15106
"f678f381-80fc-45d8-99a6-065425b04b0d",1950-11-01,2015-05-26,"999-31-8293","S99997102","X39463533X","Mr.","Lindsey52","White193",NA,NA,"M","white","irish","M","Lower Saucon  Pennsylvania  US","623 Thompson Terrace","Harrisburg","Pennsylvania",17101
"62759858-d635-4b3d-9a57-cf6b58eee5d9",1955-04-05,2012-10-29,"999-63-9979","S99969676","X73703367X","Mr.","Austin578","Rodriguez71",NA,NA,"M","black","west_indian","M","Branch  Pennsylvania  US","1022 Stamm Burg","Philadelphia","Pennsylvania",19102
"0234fcdc-9646-45d2-88c0-75b9925920e0",1945-04-19,NA,"999-16-3136","S99914582","X24158890X","Mrs.","Natalia964","Palomino953",NA,"Avil<e9>s474","M","hispanic","puerto_rican","F","Carolina  Puerto Rico  PR","215 Schuster Heights Suite 0","Philadelphia","Pennsylvania",19102
"d8f9215c-7049-43d1-84d3-65ee2d503395",1994-07-30,NA,"999-71-3355","S99990817","X88964458X","Mr.","Allan198","Ritchie586",NA,NA,NA,"white","portuguese","M","Funchal  Madeira  PT","235 Schulist Common Suite 87","Hamilton","Pennsylvania",NA
"7a92ab6c-7dc2-4e0c-98d9-cd49b0dd6992",1973-10-28,NA,"999-72-4116","S99959029","X36374551X","Mr.","Randell912","Larkin917",NA,NA,"M","white","french_canadian","M","Pottstown  Pennsylvania  US","221 Weissnat Highlands","West Hempfield","Pennsylvania",NA
"320a8cdd-b82b-4f07-93fb-e1fb7a11cf2f",1975-03-03,NA,"999-35-7059","S99956369","X36117645X","Mrs.","Bernarda685","Cormier289",NA,"Kunde533","M","white","russian","F","Novosibirsk  Novosibirsk Oblast  RU","296 Block Skyway","Butler","Pennsylvania",16001
"79fee496-45eb-47e1-a18a-c09611611729",1948-11-01,NA,"999-13-9410","S99995221","X56774155X","Mr.","Jacques50","West559",NA,NA,"S","white","irish","M","Hampden  Pennsylvania  US","505 Halvorson Viaduct","Altoona","Pennsylvania",16601
"fa688149-270c-4174-95a5-81b39a772939",1950-11-01,NA,"999-14-4181","S99969105","X4276178X","Mr.","Hank686","Hintz995",NA,NA,"M","white","irish","M","Pottstown  Pennsylvania  US","937 Keebler Light Apt 72","Harrisburg","Pennsylvania",17101
"d460136e-910c-4f29-af5b-8c29389536b0",2019-03-12,NA,"999-30-7741",NA,NA,NA,"Cythia210","Klein929",NA,NA,NA,"asian","chinese","F","Shanghai  Shanghai Municipality  CN","852 Runte Center","Derry","Pennsylvania",15627
"6b889171-e233-4d02-a2bb-799be2a3fd0f",1950-06-19,NA,"999-16-4586","S99972102","X2802950X","Mrs.","Inga743","Bernhard322",NA,"Huels583","M","white","english","F","Connellsville  Pennsylvania  US","657 Paucek Byway Suite 32","Limestone","Pennsylvania",NA
"381ae33e-ef20-46d7-baae-0dc80439e608",1993-06-07,NA,"999-74-6377","S99990625","X84762373X","Ms.","Josie226","Ankunding277",NA,NA,NA,"white","italian","F","Economy  Pennsylvania  US","618 O'Connell Pathway","Harmony","Pennsylvania",16037
"068cb05d-18c6-4d3b-9575-ba975194bbab",2014-04-08,NA,"999-19-7299",NA,NA,NA,"Tynisha348","Krajcik437",NA,NA,NA,"white","french_canadian","F","Tobyhanna  Pennsylvania  US","1073 Streich Path Suite 20","Conewango","Pennsylvania",NA
"722270fe-f8dd-46e6-aace-756450258911",1955-04-05,2016-04-21,"999-69-9611","S99972918","X24314578X","Mr.","Grady603","Smith67",NA,NA,"M","black","west_indian","M","Philadelphia  Pennsylvania  US","794 Skiles Divide Unit 16","Philadelphia","Pennsylvania",19102
"9a5c82ba-16a9-4e2e-8192-25c8b7e3ce79",1952-11-02,NA,"999-11-1021","S99968910","X79090941X","Mrs.","Jewell855","Boyle917",NA,"Lakin515","M","black","african","F","Erie  Pennsylvania  US","122 Purdy Walk","Philadelphia","Pennsylvania",19102
"b6f3a64d-812e-4298-9611-81560031f426",2003-09-16,NA,"999-54-7483",NA,NA,NA,"Alba338","Lockman863",NA,NA,NA,"black","west_indian","F","Kingston  Kingston  JM","180 Vandervort Union Apt 31","Philadelphia","Pennsylvania",19102
"76676f4f-3cdd-403c-8bfe-ed7b279428f8",1950-03-28,NA,"999-51-6314","S99977155","X5815133X","Mrs.","<c1>ngela136","Ur<ed>as338",NA,"Cornejo190","M","hispanic","central_american","F","Guatemala City  Guatemala  GT","434 Kub Alley","Franconia","Pennsylvania",NA
"988b5e6a-67af-44a1-a9b4-301da2f1a3bc",1993-05-23,NA,"999-64-9686","S99977207","X61126858X","Ms.","Basilia559","Pollich983",NA,NA,NA,"white","french","F","Aspinwall  Pennsylvania  US","900 Quigley Haven Suite 16","North Braddock","Pennsylvania",15104
"dd25c9ec-776f-48ce-bebe-288030973176",1976-09-15,NA,"999-52-9508","S99968440","X10813160X","Mrs.","Tisha655","Effertz744",NA,"Heidenreich818","M","white","french","F","Philadelphia  Pennsylvania  US","645 Grant Course Unit 14","Susquehanna","Pennsylvania",18847
"e64bca91-cae5-4a66-a2e6-e35a29095940",1955-04-05,NA,"999-83-7829","S99978068","X31240561X","Mr.","Palmer257","Kuhlman484",NA,NA,"M","black","west_indian","M","Bensalem  Pennsylvania  US","180 Kuhic Walk Unit 72","Philadelphia","Pennsylvania",19102
"231efe68-d164-420e-acd5-661c5e5fa13b",1998-06-15,NA,"999-84-8503","S99957820","X75742065X","Ms.","Katrina8","Crona259",NA,NA,NA,"white","irish","F","Carlisle  Pennsylvania  US","591 Hartmann Boulevard Unit 89","Upper Nazareth","Pennsylvania",NA
"39b9c2d6-a864-49ed-8645-de7605a5fa65",1954-11-02,NA,"999-58-4320","S99960421","X41709860X","Ms.","Roseline981","Price929",NA,NA,"S","white","english","F","Baldwin  Pennsylvania  US","332 Harvey Light Suite 25","Schuylkill","Pennsylvania",NA
"99a26ade-8d49-4073-aaf4-64ccdcc4fea7",1980-07-08,NA,"999-84-9460","S99936512","X52404420X","Mr.","Omer483","Trantow673",NA,NA,"M","white","swedish","M","South Whitehall  Pennsylvania  US","524 Moen Drive Suite 43","Upper Allen","Pennsylvania",NA
"582af50b-fcd2-4709-8665-ae50694b5ce2",1967-11-26,NA,"999-91-5341","S99912160","X78412511X","Mrs.","Patricia625","Turner526",NA,"King743","M","white","italian","F","Heidelberg  Pennsylvania  US","475 Green Track","Bradford","Pennsylvania",16701
"1b1a83a4-cd00-4757-a18b-2185973a451f",1923-09-19,1994-12-28,"999-61-4495","S99983903","X38602622X","Mr.","Timoteo39","Rend<f3>n540",NA,NA,"M","hispanic","puerto_rican","M","Ponce  Puerto Rico  PR","1046 Bailey Track Unit 10","West Pikeland","Pennsylvania",NA
"6be0e20b-ea69-403d-b7a7-34c7e8dbc376",1959-10-01,NA,"999-90-7642","S99930647","X25666345X","Mrs.","Lisabeth458","Welch179",NA,"Cummerata161","M","white","english","F","Franklin  Pennsylvania  US","149 Roob Overpass","Ridley","Pennsylvania",NA
"61cb9b2a-6059-4d2c-8631-9b9726d141e5",1997-02-02,NA,"999-92-3904","S99910812","X46713666X","Mr.","Bradley693","Walter473",NA,NA,NA,"white","irish","M","Norristown  Pennsylvania  US","629 Ernser Vista","Quarryville","Pennsylvania",17566
"92084954-bb47-48a7-9fef-df0518312908",1975-09-30,NA,"999-97-1024","S99941608","X85765302X","Mr.","Lorenzo669","Oliv<e1>rez848",NA,NA,"M","black","dominican","M","Roseau  Saint George  DM","654 Blanda Fork Apt 79","Lansdale","Pennsylvania",19446
"42cc27e2-13f6-4eb4-8986-7341e8851f3d",1980-03-25,NA,"999-10-6366","S99915976","X41678848X","Mrs.","Toi270","Pfannerstill264",NA,"Schamberger479","M","white","irish","F","Whitpain  Pennsylvania  US","1037 O'Kon Orchard","New Cumberland","Pennsylvania",17070
"f545edc5-52be-4c4d-b070-9c71bfc4af23",2012-06-28,NA,"999-70-6952",NA,NA,NA,"Suanne858","Bernier607",NA,NA,NA,"white","irish","F","Media  Pennsylvania  US","947 Oberbrunner Promenade","Lower Providence","Pennsylvania",NA
"4f952ff1-84f9-4e43-b643-2c2d39916919",1998-12-30,NA,"999-45-2950","S99914684","X41326115X","Mr.","Malcolm243","Abernathy524",NA,NA,NA,"white","swedish","M","Jackson  Pennsylvania  US","228 Lueilwitz Glen","Richland","Pennsylvania",17073
"d403a611-ff5f-452c-b6be-98339024b043",1970-09-23,NA,"999-65-8400","S99978284","X25463741X","Mrs.","Altha90","Heller342",NA,"Klocko335","M","white","irish","F","Oakland  Pennsylvania  US","804 Cremin Parade","Hopewell","Pennsylvania",16650
"4d255bb8-9f32-4c2f-99f6-f83c025ad5a7",1945-01-27,NA,"999-33-1628","S99986694","X65705888X","Mrs.","Marget728","Hilpert278",NA,"Stokes453","M","white","english","F","East Hempfield  Pennsylvania  US","312 Graham Spur","Bristol","Pennsylvania",19007
"ddf69dc9-03fa-4030-bccd-ddfbbb6e7777",1984-08-27,NA,"999-29-8963","S99973877","X42113987X","Mr.","Joel444","Becker968",NA,NA,"M","black","west_indian","M","Kingston  Kingston  JM","400 Stoltenberg Dale Apt 64","East Donegal","Pennsylvania",NA
"ada84933-6696-49d9-b8f9-b8216c601417",1976-07-27,NA,"999-89-5252","S99943659","X50333541X","Mr.","Jeffry142","Crona259",NA,NA,"M","native","american_indian","M","Oakmont  Pennsylvania  US","669 Gusikowski Promenade Apt 83","Lewisburg","Pennsylvania",17837
"eec4639a-c96f-4571-a444-9619a887454c",1988-07-15,NA,"999-39-3018","S99921103","X34828203X","Mrs.","Willodean275","Parker433",NA,"Bosco882","M","white","irish","F","Erie  Pennsylvania  US","881 Harris Hollow","New Garden","Pennsylvania",NA
"42252a02-88b6-4e25-b5fa-4e681c8f6bf8",1992-01-30,NA,"999-71-4568","S99973499","X37306222X","Mrs.","Terrell212","Johnston597",NA,"Gerlach374","M","white","french_canadian","F","Upper Darby  Pennsylvania  US","948 Metz Way Unit 67","Bloomfield","Pennsylvania",17068
"a23ee3ee-1f6f-4efb-bc84-b8a64e240b68",1954-06-23,NA,"999-61-1045","S99940315","X47726343X","Mr.","Guadalupe206","Lakin515",NA,NA,"M","white","english","M","Franklin  Pennsylvania  US","298 Thiel Lock Apt 63","Lancaster","Pennsylvania",17601
"32adba64-c678-4c4b-b525-1c75f653723d",1974-10-03,NA,"999-56-7086","S99972890","X38779391X","Mrs.","Devin82","Sauer652",NA,"Fahey393","M","white","english","F","Philadelphia  Pennsylvania  US","479 Beatty Gate Suite 78","Cheltenham","Pennsylvania",NA
"9f7731cd-765b-4864-929c-92d9a6dba1e5",1990-09-22,NA,"999-84-4982","S99912227","X24633783X","Mr.","Linwood526","Kirlin939",NA,NA,"M","white","italian","M","Kane  Pennsylvania  US","513 Okuneva Quay","Moon","Pennsylvania",NA
"e8283854-6bb0-4714-8845-a0eea71b9653",1970-11-19,NA,"999-67-6827","S99934815","X66043067X","Mrs.","Adriana394","Mel<e9>ndez48",NA,"Gallardo890","M","black","dominican","F","Marigot  Saint Andrew Parish  DM","248 Reilly Esplanade Apt 35","Philadelphia","Pennsylvania",19102
"2551d634-06d0-4183-be88-253a05f4c931",2011-10-01,NA,"999-53-1956",NA,NA,NA,"Queenie922","Bergnaum523",NA,NA,NA,"white","polish","F","Cambria  Pennsylvania  US","772 Ritchie Trafficway","West Pikeland","Pennsylvania",NA
"fb1c25dc-88d0-4a11-a6c8-e2c1f43bcd5a",1985-09-30,1997-03-03,"999-66-3132",NA,NA,NA,"Ken316","Witting912",NA,NA,NA,"white","italian","M","Hanover  Pennsylvania  US","718 Jenkins Vale","Philadelphia","Pennsylvania",19102
"309657ce-8a02-4ced-9ebb-e5c878a28a9c",2003-07-29,NA,"999-84-1115",NA,NA,NA,"Mar<ed>a Cristina383","Tello902",NA,NA,NA,"black","west_indian","F","Kingston  Kingston  JM","454 Welch Club","Solebury","Pennsylvania",NA
"2ca23c44-c72a-4656-87d0-e8a010276563",1940-08-11,2018-02-22,"999-56-3486","S99915529","X49660778X","Mrs.","Athena83","Wilderman619",NA,"Mertz280","M","white","american","F","Hollenback  Pennsylvania  US","1071 Lakin View","Doylestown","Pennsylvania",18901
"eed3d141-ce4c-40ba-8c22-52c1093e9775",1923-09-19,1981-10-13,"999-28-2792","S99982277","X36934648X","Mr.","Lucas404","Valadez233",NA,NA,"M","hispanic","puerto_rican","M","Bayamon  Puerto Rico  PR","506 Littel Passage","West Pikeland","Pennsylvania",NA
"c4816b31-c479-4d5d-a950-793a797e99a7",2008-03-24,NA,"999-48-6333",NA,NA,NA,"Shemeka786","Watsica258",NA,NA,NA,"white","german","F","Ellsworth  Pennsylvania  US","601 Denesik Junction","Nelson","Pennsylvania",NA
"107bfc3f-a6d6-4757-a8f1-d26fc23c448c",1994-04-15,NA,"999-34-5960","S99956808","X64672391X","Ms.","Giselle809","Schumm995",NA,NA,NA,"white","italian","F","Philadelphia  Pennsylvania  US","553 Dooley Annex","Pine","Pennsylvania",NA
"6c0eb0b9-ff7b-46c3-b3b8-b47a4be52fe8",1985-09-30,NA,"999-32-7022","S99961439","X72360917X","Mr.","Ron353","Jacobi462",NA,NA,"M","white","italian","M","Harmar  Pennsylvania  US","1095 Walsh Pathway Apt 15","Philadelphia","Pennsylvania",19102
"cf3871bc-0d09-4c16-a6f7-cbc6b6f6e57c",1962-04-04,NA,"999-55-2452","S99939905","X12826522X","Mr.","Raleigh478","McDermott739",NA,NA,"M","white","irish","M","Philadelphia  Pennsylvania  US","152 Johns Boulevard Suite 96","Big Beaver","Pennsylvania",15010
"3834c1cc-3cc8-4363-814d-22d5e2bdf95a",1958-05-31,NA,"999-48-3333","S99946002","X18931784X","Mr.","Len277","Abshire638",NA,NA,"M","white","french","M","Harborcreek  Pennsylvania  US","995 Hartmann Run","DuBois","Pennsylvania",15801
"e75bb0f6-201e-4a56-a00f-0b1b5555926b",2016-11-26,NA,"999-72-7889",NA,NA,NA,"Verda448","Kuphal363",NA,NA,NA,"white","german","F","Newberry  Pennsylvania  US","252 Swift Tunnel","Bensalem","Pennsylvania",NA
"f188dd5c-c268-4b38-8baf-677580e1553f",1986-09-28,NA,"999-95-7328","S99946731","X68484954X","Mr.","Tom<e1>s404","Rael318",NA,NA,"M","hispanic","south_american","M","Brasilia  Federal District  BR","538 Hand Meadow","Philadelphia","Pennsylvania",19102
"f6ceedf7-0476-4c8b-9913-512084ab134c",2016-10-08,NA,"999-97-5438",NA,NA,NA,"Adelaida985","Dooley940",NA,NA,NA,"white","italian","F","Antis  Pennsylvania  US","642 Wisoky Mall Apt 66","Cherry Tree","Pennsylvania",15724
"01116946-ce29-43bc-966e-d54a2e0761b1",1982-06-09,NA,"999-64-9696","S99945636","X42519683X","Mr.","Delmer311","Wiza601",NA,NA,"M","white","english","M","Clinton  Pennsylvania  US","778 Maggio Bridge Apt 88","Middletown","Pennsylvania",18020
"a8e57c7f-684d-4948-999a-990742c57b12",1968-10-18,2002-03-15,"999-48-6326","S99966022","X32892830X","Mrs.","Keiko299","Wolff180",NA,"Baumbach677","M","white","irish","F","Lower Pottsgrove  Pennsylvania  US","745 O'Reilly Quay Apt 74","Longswamp","Pennsylvania",NA
"cf8a9867-2b92-425a-b18e-90208db455f8",2013-11-28,NA,"999-55-2970",NA,NA,NA,"Carmelo33","Grimes165",NA,NA,NA,"white","english","M","East St. Clair  Pennsylvania  US","668 Waters Gate","Manchester","Pennsylvania",17345
"9e09f273-60e0-4c0d-b6d6-87693d433152",2001-02-01,NA,"999-86-9195","S99990873",NA,"Ms.","Tara292","Lynch190",NA,NA,NA,"white","french_canadian","F","Derry  Pennsylvania  US","914 Turcotte Bypass","State College","Pennsylvania",16801
"b197f09b-ada1-4887-9948-4d2de92bb7fa",1991-10-24,NA,"999-57-2043","S99947365","X35390631X","Mr.","Joesph309","Erdman779",NA,NA,"M","white","french","M","Nanticoke  Pennsylvania  US","842 Bode Burg","Radnor","Pennsylvania",NA
"b5c2e161-4e3c-48ca-a16f-bc34ed74fe4f",2013-10-10,NA,"999-39-5139",NA,NA,NA,"Josefina523","Venegas795",NA,NA,NA,"hispanic","puerto_rican","F","Carolina  Puerto Rico  PR","731 Brakus Corner Unit 90","Huntington","Pennsylvania",NA
